Obs_ID,Date,Year,Month,Month_Name,Day_of_Week,Ticker,Company,Sector,Market_Cap_Category,Open,High,Low,Close,Volume,VWAP,Price_Range,Daily_Return_Pct,Beta,RSI,MA_20,MA_50,BB_Signal,PE_Ratio,Market_Cap_Billions,Dividend_Yield,Market_Regime,Trading_Signal,Price_Up
910,2021-05-10,2021,05,May,Monday,WMT,Walmart Inc.,Consumer Staples,Large Cap,146.11,147.06,145.82,145.96,6471697,146.31,1.24,-0.1056,0.6,47.15,149.32,145.18,Below,19.82,972.97,2.2084,Bull,Hold,0
911,2021-05-11,2021,05,May,Tuesday,AAPL,Apple Inc.,Technology,Large Cap,162.66,164.96,161.75,164.85,7792755,163.97,3.21,1.3438,1.3,56.08,162.62,161.78,Above,30.13,1133.77,0.6957,Bull,Buy,1
912,2021-05-11,2021,05,May,Tuesday,MSFT,Microsoft Corp.,Technology,Large Cap,259.81,262.44,258.8,261.99,6732169,261.15,3.64,0.8381,1.3,48.05,261.05,270.84,Above,26.78,2792.24,0.0778,Bull,Buy,1
913,2021-05-11,2021,05,May,Tuesday,GOOGL,Alphabet Inc.,Technology,Large Cap,3608.02,3693.51,3587.59,3678.77,4347451,3649.58,105.92,1.9608,1.3,63.79,3625.41,3717.87,Above,23.3,20508.25,0.6351,Bull,Strong Buy,1
914,2021-05-11,2021,05,May,Tuesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3374.21,3416.8,3360.26,3400.21,3988124,3386.39,56.54,0.7706,1.2,57.47,3378.59,3301.3,Above,20.43,24185.16,0.4788,Bull,Buy,1
915,2021-05-11,2021,05,May,Tuesday,JPM,JPMorgan Chase,Financials,Large Cap,147.64,148.3,146.7,146.98,4842456,147.59,1.6,-0.4446,1.1,49.52,147.87,146.51,Below,25.0,1451.67,1.0811,Bull,Sell,0
916,2021-05-11,2021,05,May,Tuesday,BAC,Bank of America,Financials,Large Cap,45.07,45.78,44.96,45.65,4049426,45.4,0.82,1.2938,1.1,56.41,44.78,46.7,Above,32.3,342.04,2.0657,Bull,Buy,1
917,2021-05-11,2021,05,May,Tuesday,XOM,ExxonMobil Corp.,Energy,Large Cap,79.46,80.48,79.13,80.16,6112482,80.01,1.35,0.8766,0.9,51.41,80.63,78.99,Below,42.64,743.56,1.3183,Bull,Buy,1
918,2021-05-11,2021,05,May,Tuesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,184.89,187.78,184.64,187.67,7007538,186.98,3.14,1.5041,0.7,52.86,193.27,192.28,Below,33.09,1737.0,2.385,Bull,Strong Buy,1
919,2021-05-11,2021,05,May,Tuesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.46,51.88,51.16,51.85,5967783,51.67,0.72,0.761,0.7,47.22,53.04,52.39,Below,36.75,460.72,1.4649,Bull,Buy,1
920,2021-05-11,2021,05,May,Tuesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,145.96,147.87,144.92,147.36,3898251,146.9,2.95,0.9614,0.6,49.14,146.15,150.89,Above,29.05,1016.7,1.4592,Bull,Buy,1
921,2021-05-12,2021,05,May,Wednesday,AAPL,Apple Inc.,Technology,Large Cap,164.85,165.9,164.24,165.6,3214279,164.98,1.66,0.4528,1.3,54.13,167.33,166.49,Below,17.98,1022.36,0.7378,Bull,Buy,1
922,2021-05-12,2021,05,May,Wednesday,MSFT,Microsoft Corp.,Technology,Large Cap,261.99,262.51,255.02,255.46,5477963,258.23,7.49,-2.4918,1.3,45.72,256.2,254.7,Below,13.75,1603.16,0,Bull,Strong Sell,0
923,2021-05-12,2021,05,May,Wednesday,GOOGL,Alphabet Inc.,Technology,Large Cap,3678.77,3698.17,3664.33,3665.32,4580302,3678.06,33.84,-0.3657,1.3,49.53,3652.95,3651.98,Above,17.25,31544.69,0.4983,Bull,Sell,0
924,2021-05-12,2021,05,May,Wednesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3400.21,3466.08,3397.65,3450.99,7760807,3434.37,68.43,1.4933,1.2,51.64,3377.76,3520.02,Above,30.64,22422.23,0.8217,Bull,Buy,1
925,2021-05-12,2021,05,May,Wednesday,JPM,JPMorgan Chase,Financials,Large Cap,146.98,147.72,146.88,147.09,4692490,147.51,0.84,0.0761,1.1,49.23,148.68,147.36,Below,38.66,1019.27,2.173,Bull,Hold,1
926,2021-05-12,2021,05,May,Wednesday,BAC,Bank of America,Financials,Large Cap,45.65,45.74,45.52,45.54,7604272,45.63,0.22,-0.2302,1.1,46.07,45.06,46.62,Above,35.01,313.51,0.8106,Bull,Hold,0
927,2021-05-12,2021,05,May,Wednesday,XOM,ExxonMobil Corp.,Energy,Large Cap,80.16,80.52,79.36,79.56,5760783,79.78,1.16,-0.7476,0.9,39.34,79.08,77.35,Above,30.82,696.38,1.974,Bull,Sell,0
928,2021-05-12,2021,05,May,Wednesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,187.67,188.3,186.41,187.09,5947827,187.51,1.89,-0.311,0.7,48.38,183.84,181.13,Above,38.23,1159.04,1.904,Bull,Sell,0
929,2021-05-12,2021,05,May,Wednesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.85,51.87,51.54,51.8,7311537,51.7,0.33,-0.102,0.7,50.62,51.95,50.0,Below,30.11,455.72,1.4731,Bull,Hold,0
930,2021-05-12,2021,05,May,Wednesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,147.36,150.03,146.91,149.04,4684499,148.5,3.12,1.1379,0.6,57.09,148.77,147.22,Above,38.68,905.11,0.5702,Bull,Buy,1
931,2021-05-13,2021,05,May,Thursday,AAPL,Apple Inc.,Technology,Large Cap,165.6,165.61,165.14,165.18,3690209,165.15,0.47,-0.2538,1.3,50.86,160.71,167.61,Above,22.77,1595.03,0.6267,Bull,Hold,0
932,2021-05-13,2021,05,May,Thursday,MSFT,Microsoft Corp.,Technology,Large Cap,255.46,255.69,252.92,255.18,5639181,254.56,2.77,-0.1089,1.3,54.99,252.05,248.86,Above,33.45,1742.73,0.7216,Bull,Hold,0
933,2021-05-13,2021,05,May,Thursday,GOOGL,Alphabet Inc.,Technology,Large Cap,3665.32,3666.38,3599.59,3605.71,5545356,3622.92,66.79,-1.6263,1.3,49.49,3499.56,3530.29,Above,11.48,23832.33,0.2627,Bull,Strong Sell,0
934,2021-05-13,2021,05,May,Thursday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3450.99,3454.6,3438.3,3446.15,6804893,3451.3,16.3,-0.1403,1.2,48.13,3291.3,3471.64,Above,34.39,21204.14,0.3114,Bull,Hold,0
935,2021-05-13,2021,05,May,Thursday,JPM,JPMorgan Chase,Financials,Large Cap,147.09,147.56,146.74,147.28,5887230,146.91,0.82,0.1269,1.1,54.28,146.1,155.27,Above,38.35,1152.26,2.5546,Bull,Hold,1
936,2021-05-13,2021,05,May,Thursday,BAC,Bank of America,Financials,Large Cap,45.54,45.62,44.98,45.08,6964312,45.16,0.64,-0.9993,1.1,57.63,45.33,46.44,Below,22.51,363.01,1.4118,Bull,Sell,0
937,2021-05-13,2021,05,May,Thursday,XOM,ExxonMobil Corp.,Energy,Large Cap,79.56,79.62,79.14,79.36,8640290,79.26,0.48,-0.2574,0.9,45.72,77.13,78.87,Above,23.93,689.97,1.0815,Bull,Hold,0
938,2021-05-13,2021,05,May,Thursday,JNJ,Johnson & Johnson,Healthcare,Large Cap,187.09,187.84,183.39,183.66,5626551,185.33,4.45,-1.8348,0.7,52.6,183.47,186.85,Above,29.99,1899.34,2.1771,Bull,Strong Sell,0
939,2021-05-13,2021,05,May,Thursday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.8,51.98,51.43,51.6,5134582,51.63,0.55,-0.3802,0.7,44.47,51.81,49.61,Below,17.79,574.45,0,Bull,Sell,0
940,2021-05-13,2021,05,May,Thursday,WMT,Walmart Inc.,Consumer Staples,Large Cap,149.04,150.01,148.54,149.87,6544732,149.29,1.47,0.5575,0.6,52.64,149.45,149.56,Above,24.24,1341.45,2.089,Bull,Buy,1
941,2021-05-14,2021,05,May,Friday,AAPL,Apple Inc.,Technology,Large Cap,165.18,166.43,164.8,166.39,6388660,165.62,1.63,0.7319,1.3,51.52,168.02,173.65,Below,11.19,1590.06,0.1098,Bull,Buy,1
942,2021-05-14,2021,05,May,Friday,MSFT,Microsoft Corp.,Technology,Large Cap,255.18,258.98,254.53,258.97,5324185,257.61,4.45,1.4846,1.3,59.14,258.66,265.28,Above,15.15,1793.28,0.0633,Bull,Buy,1
943,2021-05-14,2021,05,May,Friday,GOOGL,Alphabet Inc.,Technology,Large Cap,3605.71,3657.57,3594.68,3652.32,5806199,3637.86,62.89,1.2927,1.3,44.99,3661.49,3585.43,Below,29.71,26767.65,0.5161,Bull,Buy,1
944,2021-05-14,2021,05,May,Friday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3446.15,3547.74,3445.8,3528.85,4669866,3510.52,101.94,2.3997,1.2,56.35,3515.12,3491.54,Above,18.16,29250.3,0.8505,Bull,Strong Buy,1
945,2021-05-14,2021,05,May,Friday,JPM,JPMorgan Chase,Financials,Large Cap,147.28,150.28,146.31,149.99,2726911,148.89,3.97,1.8404,1.1,50.38,150.15,150.29,Below,31.6,727.91,1.421,Bull,Strong Buy,1
946,2021-05-14,2021,05,May,Friday,BAC,Bank of America,Financials,Large Cap,45.08,45.61,45.06,45.55,4246947,45.39,0.55,1.0519,1.1,57.7,44.91,45.96,Above,30.39,336.14,1.4004,Bull,Buy,1
947,2021-05-14,2021,05,May,Friday,XOM,ExxonMobil Corp.,Energy,Large Cap,79.36,79.51,79.11,79.4,3367696,79.4,0.4,0.0525,0.9,51.86,80.1,75.99,Below,11.23,554.55,1.0325,Bull,Hold,1
948,2021-05-14,2021,05,May,Friday,JNJ,Johnson & Johnson,Healthcare,Large Cap,183.66,184.66,183.43,184.57,2456099,184.46,1.23,0.4975,0.7,55.69,188.59,180.44,Below,13.97,1344.79,0.7466,Bull,Buy,1
949,2021-05-14,2021,05,May,Friday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.6,51.92,51.49,51.88,2214454,51.74,0.43,0.5375,0.7,52.78,53.27,52.87,Below,21.18,442.16,2.7705,Bull,Buy,1
950,2021-05-14,2021,05,May,Friday,WMT,Walmart Inc.,Consumer Staples,Large Cap,149.87,151.06,148.46,151.0,5856818,150.29,2.6,0.7523,0.6,55.28,149.68,151.21,Above,23.16,1363.27,1.5846,Bull,Buy,1
951,2021-05-17,2021,05,May,Monday,AAPL,Apple Inc.,Technology,Large Cap,166.39,166.73,165.24,165.45,3022315,165.99,1.49,-0.5648,1.3,54.33,165.32,167.18,Above,36.45,1501.44,0.5242,Bull,Sell,0
952,2021-05-17,2021,05,May,Monday,MSFT,Microsoft Corp.,Technology,Large Cap,258.97,260.91,255.24,255.42,4911894,257.1,5.67,-1.3719,1.3,45.1,248.65,258.41,Above,35.25,1914.29,0.7453,Bull,Sell,0
953,2021-05-17,2021,05,May,Monday,GOOGL,Alphabet Inc.,Technology,Large Cap,3652.32,3652.57,3625.78,3627.25,6409806,3634.72,26.79,-0.6865,1.3,55.22,3582.83,3640.7,Above,42.42,36858.42,0.1802,Bull,Sell,0
954,2021-05-17,2021,05,May,Monday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3528.85,3543.42,3490.22,3499.69,5423411,3511.76,53.2,-0.8263,1.2,42.52,3500.67,3422.99,Below,32.22,30903.86,0.6344,Bull,Sell,0
955,2021-05-17,2021,05,May,Monday,JPM,JPMorgan Chase,Financials,Large Cap,149.99,150.69,149.93,150.6,6695188,150.21,0.76,0.4085,1.1,48.45,148.56,156.56,Above,28.54,1189.49,2.2776,Bull,Buy,1
956,2021-05-17,2021,05,May,Monday,BAC,Bank of America,Financials,Large Cap,45.55,46.16,45.54,46.02,6968022,45.96,0.62,1.0423,1.1,45.23,46.2,45.26,Below,22.63,373.9,0.894,Bull,Buy,1
957,2021-05-17,2021,05,May,Monday,XOM,ExxonMobil Corp.,Energy,Large Cap,79.4,79.67,78.73,78.89,6458021,79.02,0.94,-0.6363,0.9,46.05,80.7,79.0,Below,25.45,420.65,0.835,Bull,Sell,0
958,2021-05-17,2021,05,May,Monday,JNJ,Johnson & Johnson,Healthcare,Large Cap,184.57,184.95,183.16,183.69,4755767,183.72,1.79,-0.4771,0.7,58.47,176.98,185.58,Above,26.85,1385.68,0.7626,Bull,Sell,0
959,2021-05-17,2021,05,May,Monday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.88,52.0,51.75,51.75,4198006,51.71,0.25,-0.2498,0.7,54.36,52.54,52.08,Below,31.89,536.95,0.1741,Bull,Hold,0
960,2021-05-17,2021,05,May,Monday,WMT,Walmart Inc.,Consumer Staples,Large Cap,151.0,151.58,150.64,150.82,4590177,151.17,0.94,-0.1204,0.6,46.54,155.73,148.78,Below,16.29,1043.07,0.9896,Bull,Hold,0
961,2021-05-18,2021,05,May,Tuesday,AAPL,Apple Inc.,Technology,Large Cap,165.45,165.89,164.48,164.54,3385350,164.8,1.41,-0.5506,1.3,44.57,164.31,155.15,Above,29.34,1669.58,0.2882,Bull,Sell,0
962,2021-05-18,2021,05,May,Tuesday,MSFT,Microsoft Corp.,Technology,Large Cap,255.42,256.11,253.52,255.67,4613889,255.36,2.59,0.097,1.3,50.61,256.51,257.6,Below,31.84,1997.56,0.6762,Bull,Hold,1
963,2021-05-18,2021,05,May,Tuesday,GOOGL,Alphabet Inc.,Technology,Large Cap,3627.25,3677.03,3624.19,3664.25,7233778,3656.7,52.84,1.0201,1.3,55.64,3706.74,3603.15,Below,22.92,20617.93,0.002,Bull,Buy,1
964,2021-05-18,2021,05,May,Tuesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3499.69,3525.34,3473.17,3485.66,3676376,3493.04,52.17,-0.4009,1.2,55.37,3452.75,3523.82,Above,13.65,25929.52,0.6525,Bull,Sell,0
965,2021-05-18,2021,05,May,Tuesday,JPM,JPMorgan Chase,Financials,Large Cap,150.6,150.78,150.12,150.72,4982009,150.61,0.66,0.0781,1.1,52.17,147.84,151.06,Above,17.87,1247.44,0.4387,Bull,Hold,1
966,2021-05-18,2021,05,May,Tuesday,BAC,Bank of America,Financials,Large Cap,46.02,46.35,45.64,45.83,3526047,45.91,0.71,-0.4075,1.1,49.28,46.26,42.46,Below,37.12,433.95,1.7907,Bull,Sell,0
967,2021-05-18,2021,05,May,Tuesday,XOM,ExxonMobil Corp.,Energy,Large Cap,78.89,79.31,78.69,79.11,5540896,79.02,0.62,0.2802,0.9,45.47,79.02,78.21,Above,18.87,573.6,1.4991,Bull,Hold,1
968,2021-05-18,2021,05,May,Tuesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,183.69,183.95,181.5,182.12,6643729,182.44,2.45,-0.854,0.7,53.06,176.56,180.31,Above,35.92,886.87,2.9271,Bull,Sell,0
969,2021-05-18,2021,05,May,Tuesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.75,51.85,51.04,51.42,3595880,51.41,0.81,-0.6284,0.7,49.96,50.28,50.14,Above,21.96,401.26,1.6477,Bull,Sell,0
970,2021-05-18,2021,05,May,Tuesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,150.82,151.33,149.29,149.76,3080279,150.17,2.04,-0.706,0.6,54.12,155.08,149.64,Below,21.28,1293.06,1.4983,Bull,Sell,0
971,2021-05-19,2021,05,May,Wednesday,AAPL,Apple Inc.,Technology,Large Cap,164.54,164.83,162.34,162.9,5547875,163.49,2.49,-0.9954,1.3,49.69,162.77,172.09,Above,23.36,1263.53,0.4465,Bull,Sell,0
972,2021-05-19,2021,05,May,Wednesday,MSFT,Microsoft Corp.,Technology,Large Cap,255.67,259.53,255.24,258.0,5411652,257.95,4.29,0.9108,1.3,61.89,256.7,267.65,Above,11.11,2611.31,0.4926,Bull,Buy,1
973,2021-05-19,2021,05,May,Wednesday,GOOGL,Alphabet Inc.,Technology,Large Cap,3664.25,3665.26,3611.03,3628.12,3550293,3635.16,54.23,-0.9859,1.3,45.74,3741.6,3662.77,Below,32.46,36315.89,0.6098,Bull,Sell,0
974,2021-05-19,2021,05,May,Wednesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3485.66,3509.25,3460.2,3473.21,7255830,3482.6,49.05,-0.3571,1.2,51.02,3482.22,3234.09,Below,18.74,30255.42,0.8887,Bull,Sell,0
975,2021-05-19,2021,05,May,Wednesday,JPM,JPMorgan Chase,Financials,Large Cap,150.72,153.19,150.42,153.07,4546918,152.14,2.77,1.5613,1.1,44.17,148.35,148.3,Above,6.09,1168.65,0.2481,Bull,Strong Buy,1
976,2021-05-19,2021,05,May,Wednesday,BAC,Bank of America,Financials,Large Cap,45.83,46.27,45.77,46.24,6317627,46.04,0.5,0.8849,1.1,52.38,45.95,45.37,Above,27.24,396.0,2.4004,Bull,Buy,1
977,2021-05-19,2021,05,May,Wednesday,XOM,ExxonMobil Corp.,Energy,Large Cap,79.11,80.07,79.1,79.6,5202355,79.58,0.97,0.6228,0.9,56.46,78.76,81.76,Above,21.58,491.19,1.113,Bull,Buy,1
978,2021-05-19,2021,05,May,Wednesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,182.12,183.25,181.49,182.26,5833520,182.56,1.76,0.0767,0.7,58.56,181.26,183.03,Above,19.56,1378.72,1.7336,Bull,Hold,1
979,2021-05-19,2021,05,May,Wednesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.42,51.57,51.21,51.36,3203059,51.41,0.36,-0.1213,0.7,47.75,51.38,50.68,Below,36.82,450.52,1.6924,Bull,Hold,0
980,2021-05-19,2021,05,May,Wednesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,149.76,150.53,149.37,150.36,6423373,150.37,1.16,0.3989,0.6,53.04,152.05,149.41,Below,19.07,906.93,1.5668,Bull,Buy,1
981,2021-05-20,2021,05,May,Thursday,AAPL,Apple Inc.,Technology,Large Cap,162.9,164.44,162.61,163.56,5412978,163.5,1.83,0.4064,1.3,53.72,161.47,160.83,Above,23.7,1241.46,0.2355,Bull,Buy,1
982,2021-05-20,2021,05,May,Thursday,MSFT,Microsoft Corp.,Technology,Large Cap,258.0,259.71,257.55,257.97,7253239,257.92,2.16,-0.013,1.3,49.74,258.43,255.26,Below,25.91,1767.91,0.4257,Bull,Hold,0
983,2021-05-20,2021,05,May,Thursday,GOOGL,Alphabet Inc.,Technology,Large Cap,3628.12,3644.05,3594.88,3608.9,5601966,3617.77,49.17,-0.5297,1.3,44.29,3581.79,3522.36,Above,32.4,37096.78,0.5984,Bull,Sell,0
984,2021-05-20,2021,05,May,Thursday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3473.21,3493.58,3400.15,3414.42,5937325,3433.53,93.43,-1.6926,1.2,51.15,3505.93,3525.54,Below,21.89,32704.16,0.5246,Bull,Strong Sell,0
985,2021-05-20,2021,05,May,Thursday,JPM,JPMorgan Chase,Financials,Large Cap,153.07,153.32,151.95,152.58,3691586,152.54,1.37,-0.3222,1.1,41.39,155.14,152.52,Below,32.73,1039.78,2.5262,Bull,Sell,0
986,2021-05-20,2021,05,May,Thursday,BAC,Bank of America,Financials,Large Cap,46.24,46.71,45.48,45.7,3607225,46.01,1.23,-1.1767,1.1,43.0,44.66,46.64,Above,32.76,345.82,2.4432,Bull,Sell,0
987,2021-05-20,2021,05,May,Thursday,XOM,ExxonMobil Corp.,Energy,Large Cap,79.6,80.19,79.12,79.43,8687755,79.54,1.07,-0.2167,0.9,53.61,82.46,79.44,Below,20.78,484.65,3.2585,Bull,Hold,0
988,2021-05-20,2021,05,May,Thursday,JNJ,Johnson & Johnson,Healthcare,Large Cap,182.26,183.11,182.13,182.99,2408949,182.64,0.98,0.4018,0.7,51.98,184.54,183.0,Below,30.02,1307.99,2.0139,Bull,Buy,1
989,2021-05-20,2021,05,May,Thursday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.36,51.39,51.26,51.35,5080457,51.41,0.13,-0.0099,0.7,52.71,50.73,50.18,Above,26.04,295.4,1.7224,Bull,Hold,0
990,2021-05-20,2021,05,May,Thursday,WMT,Walmart Inc.,Consumer Staples,Large Cap,150.36,151.62,148.53,149.08,2749088,149.67,3.09,-0.8511,0.6,39.28,150.05,150.19,Below,25.35,1073.32,1.7489,Bull,Sell,0
991,2021-05-21,2021,05,May,Friday,AAPL,Apple Inc.,Technology,Large Cap,163.56,164.52,161.36,161.94,6249619,162.78,3.16,-0.9935,1.3,49.54,161.75,156.57,Above,26.94,1622.95,0.5322,Bull,Sell,0
992,2021-05-21,2021,05,May,Friday,MSFT,Microsoft Corp.,Technology,Large Cap,257.97,259.0,250.27,251.85,3806324,253.44,8.73,-2.3722,1.3,49.07,249.07,254.48,Above,28.94,2112.22,0.8113,Bull,Strong Sell,0
993,2021-05-21,2021,05,May,Friday,GOOGL,Alphabet Inc.,Technology,Large Cap,3608.9,3626.69,3518.32,3528.64,6787852,3552.88,108.37,-2.2241,1.3,49.38,3658.99,3576.95,Below,20.79,29722.67,0.2654,Bull,Strong Sell,0
994,2021-05-21,2021,05,May,Friday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3414.42,3419.96,3314.17,3315.37,6100552,3348.41,105.79,-2.9009,1.2,47.15,3247.14,3387.81,Above,25.54,22156.76,0.3665,Bull,Strong Sell,0
995,2021-05-21,2021,05,May,Friday,JPM,JPMorgan Chase,Financials,Large Cap,152.58,152.78,148.54,149.13,5665356,150.17,4.24,-2.2596,1.1,39.01,148.96,154.41,Above,13.54,948.87,0.7647,Bull,Strong Sell,0
996,2021-05-21,2021,05,May,Friday,BAC,Bank of America,Financials,Large Cap,45.7,45.86,45.18,45.21,3994579,45.41,0.68,-1.0798,1.1,49.87,43.35,44.12,Above,23.44,344.04,1.0934,Bull,Sell,0
997,2021-05-21,2021,05,May,Friday,XOM,ExxonMobil Corp.,Energy,Large Cap,79.43,80.06,77.59,77.76,5406972,78.52,2.47,-2.1074,0.9,36.23,77.41,77.93,Above,24.19,680.29,0.7364,Bull,Strong Sell,0
998,2021-05-21,2021,05,May,Friday,JNJ,Johnson & Johnson,Healthcare,Large Cap,182.99,183.85,180.83,181.54,5375291,182.24,3.02,-0.7935,0.7,44.98,186.37,178.79,Below,23.67,1420.46,1.6177,Bull,Sell,0
999,2021-05-21,2021,05,May,Friday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.35,51.61,50.48,50.64,4783760,50.99,1.13,-1.3856,0.7,47.71,50.64,51.17,Below,35.68,473.63,0.9298,Bull,Sell,0
1000,2021-05-21,2021,05,May,Friday,WMT,Walmart Inc.,Consumer Staples,Large Cap,149.08,149.33,145.46,147.01,5215361,147.16,3.87,-1.3865,0.6,50.18,143.29,146.52,Above,15.32,1091.07,1.5825,Bull,Sell,0
1001,2021-05-24,2021,05,May,Monday,AAPL,Apple Inc.,Technology,Large Cap,161.94,163.03,161.81,162.12,6152870,162.21,1.22,0.1108,1.3,52.34,162.0,168.17,Above,19.14,1251.23,0.5299,Bull,Hold,1
1002,2021-05-24,2021,05,May,Monday,MSFT,Microsoft Corp.,Technology,Large Cap,251.85,253.07,250.65,252.83,2548850,252.32,2.42,0.3876,1.3,46.61,254.67,255.58,Below,24.53,2344.24,0,Bull,Buy,1
1003,2021-05-24,2021,05,May,Monday,GOOGL,Alphabet Inc.,Technology,Large Cap,3528.64,3529.63,3490.29,3515.46,3947581,3514.62,39.34,-0.3736,1.3,49.24,3459.07,3512.46,Above,11.12,26802.49,0.9412,Bull,Sell,0
1004,2021-05-24,2021,05,May,Monday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3315.37,3333.14,3255.49,3260.03,4577544,3282.35,77.65,-1.6692,1.2,45.53,3237.89,3282.06,Above,23.84,32653.81,0.7595,Bull,Strong Sell,0
1005,2021-05-24,2021,05,May,Monday,JPM,JPMorgan Chase,Financials,Large Cap,149.13,149.15,148.57,148.68,4898674,148.85,0.58,-0.3042,1.1,47.23,152.1,150.98,Below,15.57,1057.54,0.9649,Bull,Sell,0
1006,2021-05-24,2021,05,May,Monday,BAC,Bank of America,Financials,Large Cap,45.21,45.48,44.29,44.45,5965053,44.71,1.19,-1.6779,1.1,49.42,43.38,44.88,Above,28.03,455.6,1.214,Bull,Strong Sell,0
1007,2021-05-24,2021,05,May,Monday,XOM,ExxonMobil Corp.,Energy,Large Cap,77.76,78.36,77.07,77.19,7591983,77.52,1.29,-0.7296,0.9,43.55,76.79,78.66,Above,47.34,552.03,1.9868,Bull,Sell,0
1008,2021-05-24,2021,05,May,Monday,JNJ,Johnson & Johnson,Healthcare,Large Cap,181.54,182.54,179.41,180.4,5724836,180.87,3.13,-0.6253,0.7,52.16,172.26,186.63,Above,46.31,1549.98,0.6284,Bull,Sell,0
1009,2021-05-24,2021,05,May,Monday,PFE,Pfizer Inc.,Healthcare,Mid Cap,50.64,50.68,49.96,50.41,6682579,50.4,0.72,-0.4618,0.7,49.94,50.13,51.19,Above,49.41,360.45,1.2842,Bull,Sell,0
1010,2021-05-24,2021,05,May,Monday,WMT,Walmart Inc.,Consumer Staples,Large Cap,147.01,148.87,146.95,148.01,3726134,147.74,1.92,0.6817,0.6,56.58,145.4,150.47,Above,21.79,1375.26,2.81,Bull,Buy,1
1011,2021-05-25,2021,05,May,Tuesday,AAPL,Apple Inc.,Technology,Large Cap,162.12,166.38,161.79,166.1,8335224,164.5,4.59,2.4556,1.3,63.57,163.32,166.25,Above,29.02,1087.15,0.6666,Bull,Strong Buy,1
1012,2021-05-25,2021,05,May,Tuesday,MSFT,Microsoft Corp.,Technology,Large Cap,252.83,255.24,251.62,254.94,4502917,254.18,3.62,0.8352,1.3,57.62,262.3,248.05,Below,32.79,2427.41,0.4503,Bull,Buy,1
1013,2021-05-25,2021,05,May,Tuesday,GOOGL,Alphabet Inc.,Technology,Large Cap,3515.46,3541.28,3502.86,3526.47,6802189,3528.3,38.42,0.3132,1.3,50.89,3512.19,3315.14,Above,22.24,31786.1,0.1926,Bull,Buy,1
1014,2021-05-25,2021,05,May,Tuesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3260.03,3289.99,3253.25,3279.38,5151247,3267.42,36.74,0.5937,1.2,48.19,3228.01,3383.87,Above,13.2,28730.06,0.7444,Bull,Buy,1
1015,2021-05-25,2021,05,May,Tuesday,JPM,JPMorgan Chase,Financials,Large Cap,148.68,150.84,147.44,150.58,4171412,149.57,3.4,1.2791,1.1,57.57,151.79,149.0,Below,19.18,1245.54,0,Bull,Buy,1
1016,2021-05-25,2021,05,May,Tuesday,BAC,Bank of America,Financials,Large Cap,44.45,44.59,43.72,44.17,4538468,44.16,0.87,-0.6242,1.1,44.57,43.81,44.74,Above,22.73,188.36,1.9821,Bull,Sell,0
1017,2021-05-25,2021,05,May,Tuesday,XOM,ExxonMobil Corp.,Energy,Large Cap,77.19,77.93,76.91,77.93,2520032,77.74,1.02,0.9607,0.9,52.6,79.03,78.8,Below,24.2,808.54,2.5038,Bull,Buy,1
1018,2021-05-25,2021,05,May,Tuesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,180.4,183.8,179.69,183.25,7758090,182.28,4.11,1.582,0.7,54.12,180.99,176.41,Above,33.86,1496.72,0.745,Bull,Strong Buy,1
1019,2021-05-25,2021,05,May,Tuesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,50.41,50.84,50.28,50.6,3856091,50.59,0.56,0.3706,0.7,53.09,50.49,52.96,Above,25.09,367.85,1.9025,Bull,Buy,1
